MethodID,Size,RMSE,PSNR
8,95,0.22973931175832207,60.90609729477248
8,96,0.229916357781522,60.89940618925012
8,97,0.23036941715291767,60.88230713824916
8,98,0.23139380030656073,60.84376923276203
8,99,0.22917406474800983,60.927494255000674
8,100,0.23812110397075267,60.59484586170005
9,1,0.0,inf
9,2,0.0,inf
9,3,0.04090697414688804,75.89485648261298
9,4,0.04090697414688804,75.89485648261298
9,5,0.04090697414688804,75.89485648261298
9,6,0.04090697414688804,75.89485648261298
9,7,0.04090697414688804,75.89485648261298
9,8,0.04090697414688804,75.89485648261298
9,9,0.04090697414688804,75.89485648261298
9,10,0.04090697414688804,75.89485648261298
9,11,0.04090697414688804,75.89485648261298
9,12,0.0753072590672982,70.59406678827092
9,13,0.0753072590672982,70.59406678827092
9,14,0.0753072590672982,70.59406678827092
9,15,0.0753072590672982,70.59406678827092
9,16,0.0753072590672982,70.59406678827092
9,17,0.0753072590672982,70.59406678827092
9,18,0.0753072590672982,70.59406678827092
9,19,0.0753072590672982,70.59406678827092
9,20,0.0753072590672982,70.59406678827092
9,21,0.0753072590672982,70.59406678827092
9,22,0.0753072590672982,70.59406678827092
9,23,0.0753072590672982,70.59406678827092
9,24,0.0753072590672982,70.59406678827092
9,25,0.0753072590672982,70.59406678827092
9,26,0.0753072590672982,70.59406678827092
9,27,0.10354632995870335,67.82810939670763
9,28,0.10354632995870335,67.82810939670763
9,29,0.10354632995870335,67.82810939670763
9,30,0.10354632995870335,67.82810939670763
9,31,0.10354632995870335,67.82810939670763
9,32,0.10354632995870335,67.82810939670763
9,33,0.10354632995870335,67.82810939670763
9,34,0.10354632995870335,67.82810939670763
9,35,0.10354632995870335,67.82810939670763
9,36,0.10354632995870335,67.82810939670763
9,37,0.10354632995870335,67.82810939670763
9,38,0.10354632995870335,67.82810939670763
9,39,0.10354632995870335,67.82810939670763
9,40,0.10354632995870335,67.82810939670763
9,41,0.10354632995870335,67.82810939670763
9,42,0.10354632995870335,67.82810939670763
9,43,0.10354632995870335,67.82810939670763
9,44,0.10354632995870335,67.82810939670763
9,45,0.10354632995870335,67.82810939670763
9,46,0.10354632995870335,67.82810939670763
9,47,0.10354632995870335,67.82810939670763
9,48,0.16323888006889117,63.874331477633255
9,49,0.16323888006889117,63.874331477633255
9,50,0.16323888006889117,63.874331477633255
9,51,0.16323888006889117,63.874331477633255
9,52,0.16323888006889117,63.874331477633255
9,53,0.16323888006889117,63.874331477633255
9,54,0.16323888006889117,63.874331477633255
9,55,0.16323888006889117,63.874331477633255
9,56,0.16323888006889117,63.874331477633255
9,57,0.16323888006889117,63.874331477633255
9,58,0.16323888006889117,63.874331477633255
9,59,0.16323888006889117,63.874331477633255
9,60,0.16323888006889117,63.874331477633255
9,61,0.16323888006889117,63.874331477633255
9,62,0.16323888006889117,63.874331477633255
9,63,0.16323888006889117,63.874331477633255
9,64,0.16323888006889117,63.874331477633255
9,65,0.16323888006889117,63.874331477633255
9,66,0.16323888006889117,63.874331477633255
9,67,0.16323888006889117,63.874331477633255
9,68,0.16323888006889117,63.874331477633255
9,69,0.16323888006889117,63.874331477633255
9,70,0.16323888006889117,63.874331477633255
9,71,0.16323888006889117,63.874331477633255
9,72,0.16323888006889117,63.874331477633255
9,73,0.16323888006889117,63.874331477633255
9,74,0.16323888006889117,63.874331477633255
9,75,0.2022969902535008,62.01101517976029
9,76,0.2022969902535008,62.01101517976029
9,77,0.2022969902535008,62.01101517976029
9,78,0.2022969902535008,62.01101517976029
9,79,0.2022969902535008,62.01101517976029
9,80,0.2022969902535008,62.01101517976029
9,81,0.2022969902535008,62.01101517976029
9,82,0.2022969902535008,62.01101517976029
9,83,0.2022969902535008,62.01101517976029
9,84,0.2022969902535008,62.01101517976029
9,85,0.2022969902535008,62.01101517976029
9,86,0.2022969902535008,62.01101517976029
9,87,0.2022969902535008,62.01101517976029
9,88,0.2022969902535008,62.01101517976029
9,89,0.2022969902535008,62.01101517976029
9,90,0.2022969902535008,62.01101517976029
9,91,0.2022969902535008,62.01101517976029
9,92,0.2022969902535008,62.01101517976029
9,93,0.2022969902535008,62.01101517976029
9,94,0.2022969902535008,62.01101517976029
9,95,0.2022969902535008,62.01101517976029
